feature_set,valid_score,valid_trades,valid_pnl,valid_max_dd,oot_trades,oot_pnl,oot_max_dd,oot_win_rate,thresholds,params
baseline_only,-999999.0,12,172.62,-307.19,3,1826.25,-123.26,0.6667,"{""0"": 0.55, ""1"": 0.45, ""2"": 0.5}","{""bagging_fraction"": 0.85, ""feature_fraction"": 0.85, ""lambda_l2"": 1.0, ""learning_rate"": 0.05, ""min_data_in_leaf"": 40, ""num_leaves"": 31}"
vwap_full,-999999.0,13,1207.24,-328.64,1,860.92,0.0,1.0,"{""0"": 0.45, ""1"": 0.4, ""2"": 0.35}","{""bagging_fraction"": 0.85, ""feature_fraction"": 0.85, ""lambda_l2"": 0.0, ""learning_rate"": 0.02, ""min_data_in_leaf"": 80, ""num_leaves"": 15}"
vwap_full,-999999.0,15,1712.71,-617.51,3,2322.29,0.0,1.0,"{""0"": 0.45, ""1"": 0.4, ""2"": 0.35}","{""bagging_fraction"": 0.85, ""feature_fraction"": 0.85, ""lambda_l2"": 1.0, ""learning_rate"": 0.02, ""min_data_in_leaf"": 80, ""num_leaves"": 15}"
vwap_full,-999999.0,14,1169.08,-426.85,4,1123.9,-232.88,0.75,"{""0"": 0.45, ""1"": 0.4, ""2"": 0.35}","{""bagging_fraction"": 0.85, ""feature_fraction"": 0.85, ""lambda_l2"": 0.0, ""learning_rate"": 0.03, ""min_data_in_leaf"": 20, ""num_leaves"": 7}"
vwap_full,-999999.0,17,958.0,-494.22,7,327.52,-761.07,0.4286,"{""0"": 0.45, ""1"": 0.4, ""2"": 0.35}","{""bagging_fraction"": 0.85, ""feature_fraction"": 0.85, ""lambda_l2"": 1.0, ""learning_rate"": 0.03, ""min_data_in_leaf"": 40, ""num_leaves"": 7}"
vwap_full,-999999.0,11,719.84,-141.31,7,2208.98,-123.26,0.7143,"{""0"": 0.45, ""1"": 0.4, ""2"": 0.45}","{""bagging_fraction"": 0.85, ""feature_fraction"": 0.85, ""lambda_l2"": 0.0, ""learning_rate"": 0.05, ""min_data_in_leaf"": 20, ""num_leaves"": 7}"
vwap_full,-999999.0,17,496.77,-241.43,6,-361.64,-499.89,0.3333,"{""0"": 0.45, ""1"": 0.4, ""2"": 0.45}","{""bagging_fraction"": 0.85, ""feature_fraction"": 0.85, ""lambda_l2"": 0.0, ""learning_rate"": 0.05, ""min_data_in_leaf"": 40, ""num_leaves"": 7}"
vwap_full,-999999.0,15,783.57,-326.91,6,1521.63,-253.38,0.5,"{""0"": 0.45, ""1"": 0.5, ""2"": 0.5}","{""bagging_fraction"": 0.85, ""feature_fraction"": 0.85, ""lambda_l2"": 1.0, ""learning_rate"": 0.05, ""min_data_in_leaf"": 40, ""num_leaves"": 7}"
vwap_full,-999999.0,10,828.49,-296.58,7,2950.98,-211.71,0.7143,"{""0"": 0.5, ""1"": 0.45, ""2"": 0.45}","{""bagging_fraction"": 0.85, ""feature_fraction"": 0.85, ""lambda_l2"": 0.0, ""learning_rate"": 0.05, ""min_data_in_leaf"": 80, ""num_leaves"": 7}"
vwap_full,-999999.0,11,1210.45,-302.45,2,-181.71,-185.29,0.5,"{""0"": 0.45, ""1"": 0.45, ""2"": 0.45}","{""bagging_fraction"": 0.85, ""feature_fraction"": 0.85, ""lambda_l2"": 1.0, ""learning_rate"": 0.05, ""min_data_in_leaf"": 80, ""num_leaves"": 7}"
vwap_full,-999999.0,13,751.16,-296.58,5,3475.05,0.0,1.0,"{""0"": 0.45, ""1"": 0.4, ""2"": 0.35}","{""bagging_fraction"": 0.85, ""feature_fraction"": 0.85, ""lambda_l2"": 1.0, ""learning_rate"": 0.05, ""min_data_in_leaf"": 20, ""num_leaves"": 15}"
vwap_full,-999999.0,18,1750.31,-304.17,4,1899.32,-126.64,0.5,"{""0"": 0.5, ""1"": 0.45, ""2"": 0.45}","{""bagging_fraction"": 0.85, ""feature_fraction"": 0.85, ""lambda_l2"": 1.0, ""learning_rate"": 0.05, ""min_data_in_leaf"": 80, ""num_leaves"": 15}"
vwap_full,-999999.0,19,1016.83,-333.01,8,2717.02,-465.27,0.625,"{""0"": 0.55, ""1"": 0.5, ""2"": 0.5}","{""bagging_fraction"": 0.85, ""feature_fraction"": 0.85, ""lambda_l2"": 1.0, ""learning_rate"": 0.05, ""min_data_in_leaf"": 20, ""num_leaves"": 31}"
vwap_full,-999999.0,19,854.32,-363.17,4,57.65,-188.66,0.5,"{""0"": 0.45, ""1"": 0.45, ""2"": 0.5}","{""bagging_fraction"": 0.85, ""feature_fraction"": 0.85, ""lambda_l2"": 0.0, ""learning_rate"": 0.05, ""min_data_in_leaf"": 80, ""num_leaves"": 31}"
vwap_no_side_flag,-999999.0,19,830.87,-217.72,5,1611.16,-338.35,0.4,"{""0"": 0.45, ""1"": 0.4, ""2"": 0.45}","{""bagging_fraction"": 0.85, ""feature_fraction"": 0.85, ""lambda_l2"": 0.0, ""learning_rate"": 0.02, ""min_data_in_leaf"": 40, ""num_leaves"": 15}"
vwap_no_side_flag,-999999.0,14,1836.07,-338.44,1,860.92,0.0,1.0,"{""0"": 0.45, ""1"": 0.4, ""2"": 0.35}","{""bagging_fraction"": 0.85, ""feature_fraction"": 0.85, ""lambda_l2"": 0.0, ""learning_rate"": 0.02, ""min_data_in_leaf"": 80, ""num_leaves"": 15}"
vwap_no_side_flag,-999999.0,11,1998.75,-288.61,2,1127.42,0.0,1.0,"{""0"": 0.45, ""1"": 0.4, ""2"": 0.35}","{""bagging_fraction"": 0.85, ""feature_fraction"": 0.85, ""lambda_l2"": 1.0, ""learning_rate"": 0.02, ""min_data_in_leaf"": 80, ""num_leaves"": 15}"
vwap_no_side_flag,-999999.0,13,1845.87,-328.64,2,2325.05,0.0,1.0,"{""0"": 0.45, ""1"": 0.4, ""2"": 0.35}","{""bagging_fraction"": 0.85, ""feature_fraction"": 0.85, ""lambda_l2"": 1.0, ""learning_rate"": 0.02, ""min_data_in_leaf"": 80, ""num_leaves"": 31}"
vwap_no_side_flag,-999999.0,13,534.44,-494.22,2,-208.14,-211.71,0.5,"{""0"": 0.45, ""1"": 0.4, ""2"": 0.4}","{""bagging_fraction"": 0.85, ""feature_fraction"": 0.85, ""lambda_l2"": 0.0, ""learning_rate"": 0.03, ""min_data_in_leaf"": 40, ""num_leaves"": 7}"
vwap_no_side_flag,-999999.0,15,285.0,-403.72,3,1737.79,-211.71,0.6667,"{""0"": 0.45, ""1"": 0.4, ""2"": 0.35}","{""bagging_fraction"": 0.85, ""feature_fraction"": 0.85, ""lambda_l2"": 0.0, ""learning_rate"": 0.03, ""min_data_in_leaf"": 40, ""num_leaves"": 15}"
vwap_no_side_flag,-999999.0,12,928.57,-302.45,4,3057.51,0.0,1.0,"{""0"": 0.45, ""1"": 0.45, ""2"": 0.45}","{""bagging_fraction"": 0.85, ""feature_fraction"": 0.85, ""lambda_l2"": 1.0, ""learning_rate"": 0.05, ""min_data_in_leaf"": 80, ""num_leaves"": 7}"
vwap_no_side_flag,-999999.0,10,200.64,-292.92,4,1565.98,-245.05,0.75,"{""0"": 0.45, ""1"": 0.4, ""2"": 0.35}","{""bagging_fraction"": 0.85, ""feature_fraction"": 0.85, ""lambda_l2"": 5.0, ""learning_rate"": 0.05, ""min_data_in_leaf"": 20, ""num_leaves"": 15}"
vwap_no_side_flag,-999999.0,12,491.65,-158.11,2,3.42,-65.84,0.5,"{""0"": 0.45, ""1"": 0.5, ""2"": 0.55}","{""bagging_fraction"": 0.85, ""feature_fraction"": 0.85, ""lambda_l2"": 0.0, ""learning_rate"": 0.05, ""min_data_in_leaf"": 40, ""num_leaves"": 15}"
vwap_no_side_flag,-999999.0,17,1554.37,-328.64,6,2501.47,-245.05,0.6667,"{""0"": 0.45, ""1"": 0.4, ""2"": 0.4}","{""bagging_fraction"": 0.85, ""feature_fraction"": 0.85, ""lambda_l2"": 0.0, ""learning_rate"": 0.05, ""min_data_in_leaf"": 40, ""num_leaves"": 31}"
vwap_distance_deviation,-999999.0,15,1319.18,-261.84,3,1092.01,-65.84,0.6667,"{""0"": 0.45, ""1"": 0.45, ""2"": 0.45}","{""bagging_fraction"": 0.85, ""feature_fraction"": 0.85, ""lambda_l2"": 5.0, ""learning_rate"": 0.02, ""min_data_in_leaf"": 20, ""num_leaves"": 7}"
vwap_distance_deviation,-999999.0,13,1196.95,-296.58,5,1496.32,-453.19,0.6,"{""0"": 0.45, ""1"": 0.4, ""2"": 0.4}","{""bagging_fraction"": 0.85, ""feature_fraction"": 0.85, ""lambda_l2"": 5.0, ""learning_rate"": 0.02, ""min_data_in_leaf"": 40, ""num_leaves"": 7}"
vwap_distance_deviation,-999999.0,17,587.91,-261.42,3,11.62,-126.64,0.3333,"{""0"": 0.45, ""1"": 0.4, ""2"": 0.55}","{""bagging_fraction"": 0.85, ""feature_fraction"": 0.85, ""lambda_l2"": 0.0, ""learning_rate"": 0.02, ""min_data_in_leaf"": 20, ""num_leaves"": 15}"
vwap_distance_deviation,-999999.0,13,956.76,-76.38,7,2934.98,-123.26,0.7143,"{""0"": 0.45, ""1"": 0.5, ""2"": 0.55}","{""bagging_fraction"": 0.85, ""feature_fraction"": 0.85, ""lambda_l2"": 1.0, ""learning_rate"": 0.02, ""min_data_in_leaf"": 20, ""num_leaves"": 15}"
vwap_distance_deviation,-999999.0,10,819.92,-127.81,2,-126.64,-126.64,0.0,"{""0"": 0.45, ""1"": 0.4, ""2"": 0.5}","{""bagging_fraction"": 0.85, ""feature_fraction"": 0.85, ""lambda_l2"": 1.0, ""learning_rate"": 0.02, ""min_data_in_leaf"": 40, ""num_leaves"": 15}"
vwap_distance_deviation,-999999.0,15,745.63,-197.33,4,-242.66,-311.92,0.25,"{""0"": 0.45, ""1"": 0.45, ""2"": 0.55}","{""bagging_fraction"": 0.85, ""feature_fraction"": 0.85, ""lambda_l2"": 1.0, ""learning_rate"": 0.02, ""min_data_in_leaf"": 40, ""num_leaves"": 31}"
vwap_distance_deviation,-999999.0,12,781.2,-233.55,4,538.32,-255.37,0.25,"{""0"": 0.45, ""1"": 0.4, ""2"": 0.45}","{""bagging_fraction"": 0.85, ""feature_fraction"": 0.85, ""lambda_l2"": 0.0, ""learning_rate"": 0.05, ""min_data_in_leaf"": 40, ""num_leaves"": 7}"
vwap_distance_deviation,-999999.0,10,1013.07,-67.13,5,3592.25,-3.38,0.8,"{""0"": 0.45, ""1"": 0.45, ""2"": 0.55}","{""bagging_fraction"": 0.85, ""feature_fraction"": 0.85, ""lambda_l2"": 0.0, ""learning_rate"": 0.05, ""min_data_in_leaf"": 20, ""num_leaves"": 15}"
vwap_distance_deviation,-999999.0,11,585.49,-56.93,8,3462.7,-185.29,0.75,"{""0"": 0.45, ""1"": 0.5, ""2"": 0.55}","{""bagging_fraction"": 0.85, ""feature_fraction"": 0.85, ""lambda_l2"": 0.0, ""learning_rate"": 0.05, ""min_data_in_leaf"": 40, ""num_leaves"": 15}"
vwap_distance_deviation,-999999.0,12,491.81,-193.05,7,2709.58,-185.29,0.7143,"{""0"": 0.45, ""1"": 0.5, ""2"": 0.55}","{""bagging_fraction"": 0.85, ""feature_fraction"": 0.85, ""lambda_l2"": 1.0, ""learning_rate"": 0.05, ""min_data_in_leaf"": 40, ""num_leaves"": 15}"
vwap_distance_deviation,-999999.0,12,734.78,-86.13,5,48.02,-194.93,0.4,"{""0"": 0.45, ""1"": 0.45, ""2"": 0.55}","{""bagging_fraction"": 0.85, ""feature_fraction"": 0.85, ""lambda_l2"": 0.0, ""learning_rate"": 0.05, ""min_data_in_leaf"": 80, ""num_leaves"": 15}"
vwap_distance_deviation,-999999.0,12,473.7,-86.13,5,-76.48,-251.13,0.4,"{""0"": 0.45, ""1"": 0.5, ""2"": 0.55}","{""bagging_fraction"": 0.85, ""feature_fraction"": 0.85, ""lambda_l2"": 0.0, ""learning_rate"": 0.05, ""min_data_in_leaf"": 80, ""num_leaves"": 31}"
vwap_distance_deviation,-999999.0,17,1161.71,-328.64,4,1414.98,-96.95,0.75,"{""0"": 0.45, ""1"": 0.4, ""2"": 0.35}","{""bagging_fraction"": 0.85, ""feature_fraction"": 0.85, ""lambda_l2"": 1.0, ""learning_rate"": 0.05, ""min_data_in_leaf"": 80, ""num_leaves"": 31}"
vwap_slope_deviation,-999999.0,11,207.18,-317.85,4,2902.83,-211.71,0.75,"{""0"": 0.45, ""1"": 0.45, ""2"": 0.45}","{""bagging_fraction"": 0.85, ""feature_fraction"": 0.85, ""lambda_l2"": 0.0, ""learning_rate"": 0.02, ""min_data_in_leaf"": 40, ""num_leaves"": 15}"
vwap_slope_deviation,-999999.0,10,378.55,-140.73,4,872.53,-126.64,0.5,"{""0"": 0.5, ""1"": 0.4, ""2"": 0.5}","{""bagging_fraction"": 0.85, ""feature_fraction"": 0.85, ""lambda_l2"": 1.0, ""learning_rate"": 0.02, ""min_data_in_leaf"": 40, ""num_leaves"": 15}"
vwap_slope_deviation,-999999.0,12,524.07,-87.85,5,698.41,-231.77,0.4,"{""0"": 0.45, ""1"": 0.45, ""2"": 0.55}","{""bagging_fraction"": 0.85, ""feature_fraction"": 0.85, ""lambda_l2"": 0.0, ""learning_rate"": 0.02, ""min_data_in_leaf"": 20, ""num_leaves"": 31}"
vwap_slope_deviation,-999999.0,13,772.4,-121.14,4,872.53,-126.64,0.5,"{""0"": 0.45, ""1"": 0.4, ""2"": 0.5}","{""bagging_fraction"": 0.85, ""feature_fraction"": 0.85, ""lambda_l2"": 1.0, ""learning_rate"": 0.02, ""min_data_in_leaf"": 20, ""num_leaves"": 31}"
vwap_slope_deviation,-999999.0,10,262.41,-104.93,0,0.0,0.0,0.0,"{""0"": 0.45, ""1"": 0.5, ""2"": 0.55}","{""bagging_fraction"": 0.85, ""feature_fraction"": 0.85, ""lambda_l2"": 0.0, ""learning_rate"": 0.03, ""min_data_in_leaf"": 20, ""num_leaves"": 15}"
vwap_slope_deviation,-999999.0,12,1609.88,-328.64,4,2680.46,-245.05,0.75,"{""0"": 0.45, ""1"": 0.4, ""2"": 0.35}","{""bagging_fraction"": 0.85, ""feature_fraction"": 0.85, ""lambda_l2"": 0.0, ""learning_rate"": 0.03, ""min_data_in_leaf"": 80, ""num_leaves"": 15}"
vwap_slope_deviation,-999999.0,14,1309.77,-190.05,6,4002.16,-245.05,0.8333,"{""0"": 0.45, ""1"": 0.4, ""2"": 0.4}","{""bagging_fraction"": 0.85, ""feature_fraction"": 0.85, ""lambda_l2"": 1.0, ""learning_rate"": 0.03, ""min_data_in_leaf"": 20, ""num_leaves"": 31}"
vwap_slope_deviation,-999999.0,11,2132.1,-98.56,2,21.46,-245.05,0.5,"{""0"": 0.45, ""1"": 0.4, ""2"": 0.35}","{""bagging_fraction"": 0.85, ""feature_fraction"": 0.85, ""lambda_l2"": 1.0, ""learning_rate"": 0.05, ""min_data_in_leaf"": 80, ""num_leaves"": 31}"
